ID	enriched_cb_chain	Syntenome
Ga0531464_000825	(651_37546_25589, 25589_149159_134637, 51058_60674_212335, 51058_107136_134637, 60674_51058_107136, 107136_134637_149159)	45
Ga0531464_000831	(151736_151389_202356)	59
Ga0531464_000834	(16039_159418_42047, 22827_16039_159418, 22828_22829_51671, 22828_42046_159417, 22829_51671_38973, 42046_159417_42047, 51671_38973_60725, 159417_42047_159418)	10
Ga0531464_000835	(100267_153061_229095, 104489_236268_185707, 153061_229095_199390, 187012_199390_229095)	10
Ga0531464_000837	(51562_50403_104605, 92439_100411_92440)	0
Ga0531464_000838	(156323_37019_167968)	1
Ga0531464_000840	(20656_202626_102852, 76367_176138_150780, 102852_234396_149751, 142446_150780_176138, 142446_185716_229451, 150780_142446_185716, 175625_20656_202626, 202626_102852_234396)	8
Ga0531464_000841	(24168_51415_122190, 24168_84179_64796, 28498_32482_122190, 28498_101566_151496, 32482_28498_101566, 32482_122190_51415, 51415_24168_84179, 60272_56138_212509, 93512_80185_210806)	33
Ga0531464_000843	(17365_144617_122939, 17365_202778_185588, 22704_122939_144617, 115091_134715_185588, 134715_185588_202778, 144617_17365_202778)	1
Ga0531464_000845	(53799_60959_219589, 53799_219591_141998, 134223_166999_229215)	66
Ga0531464_000846	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 68071_188553_122939, 80765_24768_175625, 107769_20564_115091, 144617_17365_234857, 144617_122939_188553, 151332_68071_188553)	1
Ga0531464_000848	(396_172588_159763, 172588_159763_190390)	0
Ga0531464_000849	(17365_144617_122939, 17365_234857_80765, 32635_122939_144617, 42156_210425_204783, 42156_243823_243824, 122939_32635_243605, 144617_17365_234857, 159287_80765_234857, 210425_42156_243823)	1
Ga0531464_000851	(166947_37173_244577, 244556_115024_244783)	34
Ga0531464_000853	(37546_74759_156875, 74759_156875_84933)	10
Ga0531464_000854	(20901_55325_228322)	2
Ga0531464_000855	(42156_156493_243824, 42156_193134_243533, 156493_42156_193134, 193134_243533_243604, 195007_243606_204770)	16
Ga0531464_000857	(100236_187300_176106, 107769_238826_242906, 187300_176106_187302, 212628_107769_238826)	53
Ga0531464_000858	(24768_80765_234857, 115091_3908_212533)	1
Ga0531464_000859	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 42156_134824_193134, 42156_156493_93518, 68071_151332_93518, 68071_223210_122939, 134824_42156_156493, 144617_17365_234857, 144617_122939_223210, 151332_68071_223210, 151332_93518_156493)	1
Ga0531464_000860	(17365_144617_122939, 17365_202778_185588, 24406_59531_115091, 32635_122939_144617, 42156_134824_193134, 68071_32635_122939, 115091_236275_185588, 134824_193134_149422, 144617_17365_202778, 202778_185588_236275)	1
Ga0531464_000862	(24768_80765_234857, 115091_3908_212533)	1
Ga0531464_000865	(53367_229451_185716, 142446_53367_229451)	7
Ga0531464_000866	(16039_159418_42047, 22827_16039_159418, 22828_22829_51671, 22828_42046_159417, 22829_51671_38973, 42046_159417_42047, 159417_42047_159418)	10
Ga0531464_000868	(38980_74132_74131, 55529_20622_84701, 55530_75750_75749, 55530_75751_56726, 75750_55530_75751)	75
Ga0531464_000869	(28501_187028_211164, 55098_28501_187028, 80605_104161_244740, 80605_122997_84179, 104161_80605_122997, 104161_244740_122298, 122298_202068_134399, 134399_211164_187028, 202068_122298_244740, 202068_134399_211164)	33
Ga0531464_000873	(726_76652_193636, 76652_193636_210846, 184856_210846_193636)	34
Ga0531464_000876	(114_72260_50211, 72260_114_159866)	0
Ga0531464_000878	(102852_202626_185413)	8
Ga0531464_000880	(2953_159888_143177, 73098_151737_143177, 143149_2953_159888, 151736_207448_173772, 151737_143177_159888)	10
Ga0531464_000887	(651_37546_25589)	45
Ga0531464_000898	(104489_236268_195010)	10
Ga0531464_000899	(24747_47354_93737)	61
Ga0531464_000907	(32601_190390_234396, 190390_234396_240436)	0
Ga0531464_000910	(148_193134_42156, 37368_42156_193134, 37368_243824_156864, 42156_37368_243824, 193134_148_243604)	16
Ga0531464_000911	(37546_74759_156875, 56505_84933_156875, 74759_37546_100034, 74759_156875_84933, 84933_56505_142588)	10
Ga0531464_000912	(55501_211508_211526, 195163_55501_211508)	38
Ga0531464_000913	(142278_133829_165962)	10
Ga0531464_000916	(234857_188494_236336)	1
Ga0531464_000921	(37938_240620_51711, 195078_37938_240620, 221183_51711_240620)	53
Ga0531464_000922	(3402_201098_212647, 28501_55098_201567, 28501_187028_211164, 55098_28501_187028, 55098_201567_212647, 94262_244740_122298, 187028_211164_238727, 201098_212647_201567, 202068_122298_244740, 202068_238727_211164)	33
Ga0531464_000923	(17365_181092_122939, 17365_202778_185588, 32635_122939_181092, 42156_134824_193134, 115091_134715_185588, 122939_32635_243605, 134715_185588_202778, 134824_193134_149422, 181092_17365_202778)	1
Ga0531464_000929	(24610_202235_68316, 51562_13644_240436, 104605_134185_134186, 132068_156733_199187)	0
Ga0531464_000932	(396_149108_28783, 396_172588_159763, 32601_159763_172588, 134331_240726_135275, 149108_396_172588, 159763_32601_190390)	0
Ga0531464_000933	(68014_187235_123878, 151335_123878_187235)	69
Ga0531464_000934	(28680_212473_212472)	14
Ga0531464_000935	(56129_215942_133587, 194941_133587_215942)	10
Ga0531464_000936	(42156_210425_134824, 68071_204770_122939, 156493_42156_210425, 193134_134824_210425)	1
Ga0531464_000938	(184856_22155_193636, 193636_76652_229328, 202900_176197_238485)	9
Ga0531464_000939	(64451_93602_175512, 92161_175512_93602)	16
Ga0531464_000940	(13929_105054_244445, 13929_236162_201606, 51290_201606_236162, 64451_93602_175512, 105054_13929_236162)	16
Ga0531464_000948	(100267_153061_229095, 104489_236268_185707, 153061_229095_199390, 187012_199390_229095)	10
Ga0531464_000952	(93388_173831_169287)	39
Ga0531464_000955	(122830_111943_151465, 234857_188494_236336)	1
Ga0531464_000962	(17365_144617_122939, 17365_202778_185588, 144617_17365_202778)	1
Ga0531464_000964	(37368_42156_193134)	16
Ga0531464_000965	(143957_151681_156580, 159609_68213_187014)	9
Ga0531464_000968	(60721_159420_153060, 102932_60721_159420)	10
Ga0531464_000969	(114_112319_149108, 32601_159763_172588, 112319_149108_176401, 132068_156733_199187, 149108_176401_172588, 159763_172588_176401)	0
Ga0531464_000970	(13644_24667_240436, 50405_159903_184842, 51562_50403_104605, 92439_37599_92440, 156712_50405_159903)	0
Ga0531464_000972	(22412_202299_212523, 51396_202297_201425, 51398_212527_153525, 51400_212530_134997, 134996_51400_212530, 202295_51396_202297, 202299_22412_234734)	52
Ga0531464_000974	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 144617_17365_234857)	1
Ga0531464_000975	(100039_117148_176235)	10
Ga0531464_000978	(143026_37173_244577, 244556_115024_244783)	34
Ga0531464_000980	(17365_144617_122939, 17365_234857_80765, 42156_74536_243824, 42156_134824_193134, 74536_42156_134824, 122939_204770_243826, 134824_193134_149422, 144617_17365_234857, 144617_122939_204770, 234857_80765_236336)	1
Ga0531464_000985	(9162_20540_80897, 24610_202235_185529, 32601_190390_234396, 159763_32601_190390)	0
Ga0531464_000986	(55574_144349_92161, 74567_204813_102466, 92161_175512_213073, 144349_92161_175512, 175512_213073_212630, 198999_74567_204813)	0
Ga0531464_000990	(184856_73123_193636)	9
Ga0531464_000993	(20594_51843_184856)	65
Ga0531464_000994	(28587_142369_92204)	16
Ga0531464_000998	(17365_144617_122939, 42156_134824_193134, 42191_193134_134824, 68071_188553_122939, 133886_42191_193134, 144617_122939_188553)	1
Ga0531464_000999	(32943_193007_170518, 37107_50380_134074, 50380_134074_170518, 134074_170518_193007, 193007_32943_228322)	53
Ga0531464_001001	(64451_93602_175512, 92161_175512_93602)	16
Ga0531464_001003	(22379_184856_73123, 184856_73123_193636)	9
Ga0531464_001007	(28587_142369_92204, 28587_143850_131804, 42156_193134_167932, 50588_167932_193134, 50588_167933_60994, 84202_144349_92204, 142369_28587_143850, 142369_92204_144349, 144349_84202_193892)	16
Ga0531464_001008	(14123_102958_84677, 50595_190567_234477, 175843_234477_190567)	54
Ga0531464_001010	(47180_185659_212517)	41
Ga0531464_001013	(3799_74759_183869, 3799_84933_56505, 56505_100076_149131, 74759_3799_84933, 84933_56505_100076)	54
Ga0531464_001015	(142446_150780_237963)	8
Ga0531464_001017	(24768_101135_201011, 24768_144203_234857, 101135_24768_144203, 104631_212533_175625)	1
Ga0531464_001019	(28501_53951_201567, 28501_187028_211164, 53951_28501_187028, 53951_201567_212647, 134399_211164_187028, 201098_212647_201567, 202068_134399_211164, 202068_193852_244740)	33
Ga0531464_001022	(28587_142369_144349, 37368_42156_193134, 42156_193134_167932, 50588_167933_60994, 144349_84202_193892)	16
Ga0531464_001024	(22379_184856_73123, 73123_193636_76652, 184856_73123_193636, 193636_76652_229328)	9
Ga0531464_001037	(114_216487_149108, 396_172588_9139, 172588_9139_190390, 216487_149108_244551)	0
Ga0531464_001038	(396_172588_159763, 3443_159763_172588, 159763_3443_190390)	0
Ga0531464_001040	(176335_223175_199151)	45
Ga0531464_001042	(32601_159763_172588, 32601_190390_172592, 80982_172592_190390, 112994_80982_172592, 159763_32601_190390)	0
Ga0531464_001043	(32601_159763_172588, 32601_190390_234396, 159763_32601_190390, 190390_234396_240436)	0
Ga0531464_001045	(75698_93553_123989, 75698_93554_93555, 93553_75698_93554)	68
Ga0531464_001046	(13929_105054_244445, 13929_236162_201606, 92161_175512_93602, 105054_13929_236162, 105054_244445_207289, 144349_207289_244445)	16
Ga0531464_001049	(28498_32482_122190, 32482_28498_101566, 32482_122190_51415, 56138_60272_243847, 56138_122194_122598, 60272_56138_122194, 60272_243847_173810, 75216_210806_80185, 107276_151517_122598, 122194_122598_151517, 199344_75216_210806, 201096_80185_210806)	33
Ga0531464_001050	(3957_212202_144452, 50832_153237_212205, 50832_193822_144452, 107385_212205_153237, 153237_50832_193822, 193822_144452_212202, 195150_3957_212202)	68
Ga0531464_001052	(17365_144617_122939, 17365_234857_144203, 32352_159287_144203, 42156_156493_93518, 51876_68071_64083, 51876_223210_122939, 64083_93518_156493, 68071_51876_223210, 68071_64083_93518, 134824_42156_156493, 144617_17365_234857, 144617_122939_223210, 159287_32352_175625, 159287_144203_234857)	1
Ga0531464_001054	(165962_207076_240113)	10
Ga0531464_001055	(17365_234857_80765, 24768_80765_234857)	1
Ga0531464_001057	(114_72260_169179, 9162_20540_80897)	0
Ga0531464_001064	(114_243522_55179, 396_236157_149108, 172588_396_236157)	0
Ga0531464_001065	(37925_151736_151389, 51696_123936_188809, 74843_75854_188809, 75854_74843_101955, 75854_188809_123936, 151736_151389_202356)	59
Ga0531464_001066	(41777_93456_134579)	43
Ga0531464_001071	(80982_172592_190390, 112994_80982_172592)	0
Ga0531464_001074	(50246_228915_73011)	0
Ga0531464_001075	(13929_105054_199169, 13929_236162_151493, 92161_175512_93602, 105054_13929_236162, 105054_199169_244445, 144349_244445_199169, 229422_93313_229422)	16
Ga0531464_001077	(37019_156323_210221, 42191_193134_134824, 156323_37019_167968)	1
Ga0531464_001082	(17357_50403_51562, 50403_51562_73019, 134317_20544_149661)	0
Ga0531464_001085	(47393_60443_149396, 60443_149396_107809, 195078_201465_234451)	2
Ga0531464_001087	(211765_185716_229451)	7
Ga0531464_001088	(50727_68914_68913, 50727_188624_200925, 50728_200925_188624, 68914_50727_188624)	47
Ga0531464_001090	(22940_167968_228602, 47463_228602_167968, 167968_22940_236162)	0
Ga0531464_001092	(16039_22827_93413, 60721_102932_166987, 60721_159420_153060, 84861_153060_159420, 102932_60721_159420)	10
Ga0531464_001093	(3949_151517_107276, 122598_3949_151517)	33
Ga0531464_001094	(53799_60959_219589, 53799_219591_141998)	66
Ga0531464_001099	(17365_144617_122939, 17365_234857_188494, 122939_195007_243606, 144617_17365_234857, 144617_122939_195007, 234857_188494_236336)	1
Ga0531464_001100	(37546_74759_156875, 56505_84933_156875, 74759_37546_100034, 74759_156875_84933)	10
Ga0531464_001104	(55270_185719_159277, 185718_159277_185719)	22
Ga0531464_001105	(13929_53365_193501, 13929_144306_244445, 53364_167933_167933, 53365_13929_144306, 84202_193892_244445, 144349_84202_193892, 167933_53364_228768)	16
Ga0531464_001109	(32728_50736_101109, 50736_101109_74881, 50746_74881_101109)	60
Ga0531464_001113	(38914_143451_201621, 56671_201503_201621, 143451_38914_201504, 143451_201621_201503, 195319_56671_201503)	48
Ga0531464_001114	(37368_42156_193134, 37368_243824_201242, 42156_37368_243824, 42156_193134_167932, 50588_167932_193134, 144349_84202_193892, 195007_243606_204770, 204770_201242_243824)	16
Ga0531464_001120	(114_112319_149108, 396_172588_9139, 32601_190390_234396, 72260_114_112319)	0
Ga0531464_001128	(34108_234654_173642, 80481_34108_234654)	17
Ga0531464_001129	(17365_144617_122939, 17365_234857_144203, 144617_17365_234857)	1
Ga0531464_001130	(13644_51562_17357, 24669_50405_92438, 51562_13644_240436, 92439_100411_92440)	0
Ga0531464_001131	(37368_42156_193134, 42156_37368_243824, 42156_193134_243533, 92161_175512_93602, 193134_243533_243604)	16
Ga0531464_001133	(32601_159763_172588, 32601_190390_172592, 72260_114_159866, 80982_172592_190390, 159763_32601_190390)	0
Ga0531464_001135	(13929_105054_199169, 13929_236162_201606, 93313_229422_229422, 105054_13929_236162, 105054_199169_244445, 151493_201606_236162)	16
Ga0531464_001136	(74243_234371_127693)	10
Ga0531464_001138	(22201_60903_216882, 24518_216882_60903)	41
Ga0531464_001142	(114_134330_59522)	0
Ga0531464_001148	(681_240259_240258, 32176_240258_240259, 53991_59235_59236, 59018_682_59234, 59234_53991_59235)	5
Ga0531464_001150	(691_156631_112208, 55266_691_156631, 100526_112208_156631)	22
Ga0531464_001152	(13929_105054_244445, 22706_151493_51290, 22706_229422_93313, 76380_92161_144349, 105054_13929_236162, 105054_244445_207289, 144349_207289_244445, 151493_22706_229422, 229422_93313_229422)	16
Ga0531464_001153	(17365_181092_122939, 17365_202778_185588, 181092_17365_202778, 202778_185588_236275)	1
Ga0531464_001154	(17365_144617_122939, 22704_122939_144617, 53610_17365_144617)	1
Ga0531464_001159	(42156_134824_193134, 42156_156493_93518, 134824_42156_156493)	1
Ga0531464_001161	(28501_55098_201567, 28501_187028_211164, 55098_28501_187028, 55098_201567_212647, 134399_202068_244740, 134399_211164_187028, 201098_212647_201567, 202068_134399_211164)	33
Ga0531464_001167	(13644_24667_240436, 50405_156712_112879, 50405_159903_184842, 51562_50403_104605, 92439_37599_92440, 156712_50405_159903)	0
Ga0531464_001168	(102942_142564_168987, 142461_176145_156103, 142564_168987_142566, 176145_142461_188392)	38
Ga0531464_001178	()	0
Ga0531464_001181	(92161_175512_93602)	16
Ga0531464_001185	(92161_175512_93602)	16
Ga0531464_001190	(13929_236162_201606, 51290_201606_236162, 76380_92161_144349, 105054_244445_207289, 144349_207289_244445, 151493_51290_201606, 229422_93313_229422)	16
Ga0531464_001201	(107579_169062_112552)	72
Ga0531464_001208	(87029_123425_210030, 123425_210030_243005)	10
Ga0531464_001210	(201046_188294_244677)	43
Ga0531464_001212	(2594_678_133586, 56129_215942_133587, 194941_133587_215942)	10
Ga0531464_001213	(148_193134_42156, 193134_148_243604)	16
Ga0531464_001221	(56269_56269_56269, 56269_56269_131867)	10
Ga0531464_001222	(47440_50600_112211, 50600_47440_229073, 50600_112211_104489)	54
Ga0531464_001223	(47444_192201_84262, 56031_92838_211655, 75216_156043_112123, 84087_149114_243639, 112121_107276_195173, 133044_84262_192201, 156043_75216_156044)	25
Ga0531464_001232	(68339_80503_228806, 80503_68339_156708)	16
Ga0531464_001234	(24768_80765_234857)	1
Ga0531464_001240	(396_64357_149108, 396_172588_159763, 32601_159763_172588, 32601_190390_234396, 159763_32601_190390, 190390_234396_240436)	0
Ga0531464_001241	(92439_37599_92440)	0
Ga0531464_001244	(132024_223723_244577, 143821_244577_223723)	9
Ga0531464_001248	(114_216487_149108, 114_243522_55179, 172588_396_236157)	0
Ga0531464_001249	(25082_47015_100578, 47015_25082_175652)	15
Ga0531464_001251	(64297_185413_202626, 142446_150780_237963, 142446_185716_229451, 150780_142446_185716, 150780_237963_195721)	8
Ga0531464_001253	(264_185363_193661)	68
Ga0531464_001261	(42156_74536_243824, 42156_134824_193134, 74536_42156_134824, 106580_159289_207371, 159289_207371_243554)	1
Ga0531464_001262	(38949_128744_84138)	58
Ga0531464_001272	(24310_68915_192137, 24310_143442_37791, 37791_64353_56869, 64353_37791_143442, 64353_56869_151499, 66158_192136_211453, 68915_24310_143442, 68915_192137_188076, 188076_211453_192136, 192137_188076_211453)	72
Ga0531464_001275	(32943_193007_170518, 32943_228322_59567, 50380_134074_170518, 134074_170518_193007, 159519_59567_228322, 193007_32943_228322)	53
Ga0531464_001276	(76764_176840_131804)	0
Ga0531464_001279	(92139_151226_195624, 151226_92139_243515)	29
Ga0531464_001282	(17365_144617_122939, 17365_234857_80765, 122939_204770_243826, 144617_17365_234857, 144617_122939_204770, 159287_80765_234857, 159289_207371_243554)	1
Ga0531464_001285	(2654_84202_144349, 2654_244445_144306, 28587_142369_92204, 84202_2654_244445, 84202_144349_92204, 142369_92204_144349)	16
Ga0531464_001288	(42156_42250_243824, 193134_149422_212520)	1
Ga0531464_001289	(396_172588_9139, 9139_32601_190390, 32601_9139_172588, 149108_396_172588)	0
Ga0531464_001293	(134299_37537_240726)	0
Ga0531464_001301	(195173_240242_212127, 238492_212127_240242)	23
Ga0531464_001302	(102794_102795_149131, 104489_236268_185707)	10
Ga0531464_001303	(134835_133619_218284)	7
Ga0531464_001304	(32779_102968_201687)	14
Ga0531464_001309	(37368_42156_193134, 42156_37368_243824, 42156_193134_243533, 42221_243533_193134)	16
